Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
PRU,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON,0.901,1.777,2.628,3.494,4.332,5.184,6.049,6.929,7.824,8.688,9.613,10.553,11.462,12.435,13.374,14.330,15.354,16.448,17.510,18.592,19.693,20.816,21.959,23.301,24.313,25.524,26.696,28.018,29.303,30.547,31.883,33.110,34.359,35.632,36.856,37.955,39.072,40.283,41.438,42.691,43.886,45.101,46.337,47.679,48.960,50.262,51.677,53.029,54.496,55.993,57.422,58.878,60.461,61.872,63.412,64.981,66.473,67.992,69.539,71.002,72.490,74.004,75.665,77.602,78.958,80.589,82.378,84.071,85.797,87.282,88.653,89.904,91.314,92.601
PBR,PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.178,1.028,3.927,6.612,6.667,3.927,3.666,1.325,4.559,11.447,10.021,8.918,9.963,13.719,12.357,13.844,10.374,11.568,11.931,12.418,16.020,15.566,14.476,15.695,18.689,18.145,19.514,23.593,25.700,24.262,26.007,27.329,26.626,26.703,26.007,22.058,24.864,29.975,34.550,35.167,37.143,37.508,38.803,40.887,41.758,42.837,44.336,45.455,45.660,46.799,48.382,49.782,51.209,53.571,54.955,56.245,57.678,59.014,60.498,60.000,60.373,62.137,63.420,65.120,66.317,66.721,68.215,67.669,68.215,68.765,71.286,74.767,78.238,78.856
OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.360,0.317,2.927,5.217,7.291,3.865,1.285,-0.649,1.280,6.592,2.876,-2.871,-3.379,0.080,-0.617,1.799,1.241,3.023,2.638,3.946,14.732,19.367,13.326,13.948,18.301,15.320,14.951,20.608,22.894,16.894,18.549,18.339,16.102,15.285,12.602,2.802,6.198,13.685,12.949,12.520,14.311,11.659,10.699,14.011,12.419,13.333,14.150,16.675,13.976,15.742,18.586,21.741,23.414,29.624,30.448,30.185,26.679,27.692,28.430,18.301,17.883,24.326,18.730,22.163,19.643,19.627,18.002,12.405,11.733,8.431,9.268,11.820,13.127,13.505
GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,-5.278,-4.559,-5.549,-8.393,-5.390,-5.732,-7.031,-5.669,-7.926,-6.135,-3.921,-4.851,-0.045,-0.365,1.019,5.106,-0.604,5.502,2.293,4.351,10.075,11.223,9.088,10.183,7.559,10.183,7.703,14.194,21.162,20.718,26.901,27.580,23.201,16.936,16.900,24.254,20.471,20.614,19.380,20.303,20.861,18.470,22.810,26.157,27.842,26.528,26.686,27.363,22.635,24.933,30.221,34.684,34.264,31.243,34.264,33.306,32.627,34.765,34.039,29.753,29.423,37.411,34.620,32.313,32.454,36.307,39.343,36.656,42.300,35.696,39.621,43.835,43.246,41.993
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,1.481,-2.651,-2.160,-1.350,0.257,-1.137,-1.615,-2.635,-1.749,1.675,0.314,-3.727,-3.822,-1.960,-2.163,-1.451,-0.695,1.212,1.094,2.120,8.432,11.235,7.893,7.962,9.084,6.888,7.788,11.499,11.449,8.681,9.112,9.512,9.787,9.545,7.974,2.758,4.787,6.469,6.138,6.372,7.506,7.210,8.060,11.061,12.716,13.094,12.999,14.513,13.914,15.572,18.329,20.058,19.087,23.029,22.932,22.847,21.959,22.599,24.175,18.632,18.771,21.489,20.466,22.414,22.818,21.909,21.710,16.953,16.407,13.682,14.343,16.127,17.654,18.109
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,0.338,0.783,1.075,2.116,2.742,2.818,2.652,2.014,2.396,3.136,3.727,3.933,4.423,4.816,6.180,6.930,7.761,9.040,9.754,10.800,11.669,12.751,13.755,14.762,15.080,15.828,16.682,17.303,18.741,18.951,19.919,21.193,19.309,19.544,18.492,22.048,22.662,22.937,23.769,25.025,25.877,27.081,28.995,30.536,30.723,30.929,31.322,32.019,32.481,33.490,34.389,35.153,36.029,36.769,37.084,37.402,37.354,37.671,37.369,37.653,38.726,40.394,40.973,41.018,41.972,44.719,46.707,48.214,49.132,49.543,50.822,54.605,53.179,54.537
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.404,12.202,12.433,2.297,1.594,17.525,28.879,24.981,47.144,516.522,548.450,536.838,532.532,534.118,532.352,536.402,537.349,544.956,548.602,548.035,561.082,575.730,531.922,531.814,528.887,496.437,482.821,505.686,519.679,500.361,494.494,508.800,499.230,486.413,470.280,433.491,445.598,466.248,443.202,433.850,432.930,419.911,414.837,427.975,444.904,430.694,445.839,452.861,439.229,452.751,476.602,493.511,488.740,521.132,524.197,539.289,529.848,530.883,533.036,480.269,457.373,479.122,465.730,475.916,460.150,436.552,431.403,396.800,386.274,377.267,380.979,383.885,392.361,401.342
HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,-0.239,-0.521,0.350,1.663,2.252,1.460,1.528,1.013,1.236,2.664,2.964,2.871,3.358,4.393,4.488,6.503,6.428,8.160,7.754,8.365,12.623,14.937,13.123,13.515,15.110,14.250,14.364,18.532,19.179,18.410,19.708,20.557,21.580,22.163,21.355,18.839,19.739,22.588,22.424,22.653,24.282,23.879,24.891,26.441,26.790,27.779,27.531,28.820,28.856,29.952,32.238,33.392,33.703,38.970,42.467,42.600,41.500,44.033,43.447,37.470,35.240,39.223,36.732,38.257,37.018,37.100,35.320,32.047,30.879,30.842,32.314,33.120,34.133,34.843
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,0.388,0.919,1.287,1.499,1.921,2.340,2.770,3.669,4.096,4.417,5.052,5.589,6.170,6.839,7.566,7.984,8.529,9.365,10.083,11.044,11.285,11.893,12.691,13.349,13.588,14.290,15.022,15.513,16.507,16.874,17.531,18.388,18.337,18.364,18.214,22.825,23.551,23.729,24.454,25.247,25.977,26.431,27.238,28.133,28.397,28.511,28.694,29.408,29.987,30.634,31.247,31.687,32.246,33.129,33.163,32.845,32.872,32.902,33.037,33.241,34.230,35.160,35.342,35.415,36.138,37.811,39.035,40.507,41.172,40.879,41.761,43.828,42.702,43.979
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.467,-0.279,1.662,3.973,7.431,4.500,2.666,2.240,3.165,8.686,5.191,0.261,-0.191,2.110,0.317,1.470,2.140,4.208,4.092,4.942,15.507,19.403,13.470,14.133,16.954,12.864,11.206,14.947,17.505,13.108,13.725,15.272,12.815,11.520,9.865,0.267,1.866,7.139,5.848,4.212,5.666,3.427,3.268,5.962,6.784,5.741,5.776,7.978,4.893,6.710,10.483,14.203,14.200,19.619,20.967,21.347,19.340,18.908,19.267,8.249,5.598,10.076,6.538,8.788,7.041,4.379,3.598,-3.029,-4.689,-6.986,-5.948,-4.350,-1.908,-1.967
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.980,-4.382,-3.361,1.665,2.874,0.629,1.317,-2.220,-1.945,4.915,-0.412,0.843,2.874,4.553,3.179,3.775,4.877,6.212,7.465,8.171,15.466,16.591,14.044,16.271,19.653,15.365,14.374,18.741,25.058,24.310,25.137,25.243,25.309,29.472,26.568,17.342,22.321,27.261,24.428,24.624,27.783,25.735,23.365,22.397,22.981,23.045,25.615,28.895,26.136,28.156,31.630,34.974,39.454,46.616,49.502,53.511,54.050,56.203,57.679,46.290,44.242,51.684,42.747,47.639,40.662,37.368,35.143,28.308,27.056,24.953,29.359,30.932,27.288,25.815
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,-3.390,-4.263,-4.401,-1.082,0.227,-1.815,-1.377,1.455,2.634,7.505,10.463,7.114,10.233,13.151,15.569,17.153,15.368,18.621,22.232,23.141,27.772,31.710,28.143,29.017,29.395,28.267,27.588,35.481,39.547,39.474,46.652,46.896,41.183,37.093,33.434,33.636,35.689,33.703,30.735,33.569,34.791,33.636,31.710,34.997,35.897,36.739,34.450,37.949,34.860,36.247,39.400,41.108,38.598,41.711,46.490,45.765,46.814,44.730,46.167,42.397,47.222,53.356,49.633,47.962,48.543,52.738,57.363,43.944,44.257,35.273,35.066,39.181,40.957,42.244
GMA,AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,1.452,0.689,2.357,3.477,4.896,4.691,5.170,4.691,6.565,9.693,8.508,6.143,6.073,8.435,8.215,9.693,10.751,13.169,14.134,15.862,20.736,21.558,20.375,22.859,24.093,21.742,21.835,25.351,27.439,26.535,26.138,28.869,27.946,27.641,25.547,19.925,20.465,23.425,22.953,24.285,24.189,22.485,20.736,22.672,22.578,20.827,21.742,25.645,24.961,27.036,29.911,32.155,33.250,38.058,38.415,40.472,40.105,39.255,40.965,34.028,35.042,37.586,34.815,37.704,34.815,34.028,34.252,29.597,29.284,27.641,29.076,30.863,30.863,31.938
PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,0.905,1.826,2.764,3.671,4.644,5.584,6.492,7.466,8.406,9.363,10.336,11.272,12.280,13.364,14.293,15.416,16.258,17.421,18.481,19.561,20.725,21.846,23.056,24.359,25.267,26.617,27.851,29.034,30.239,31.467,32.798,33.994,35.048,36.620,37.292,38.314,39.525,40.668,41.831,43.013,44.121,45.247,46.583,47.944,49.231,50.641,51.975,53.333,54.716,56.123,57.556,59.016,60.504,61.901,63.443,64.893,66.493,67.997,69.529,71.089,72.678,74.297,75.946,77.911,79.197,80.941,82.570,84.228,85.917,87.795,89.550,91.174,93.160,94.847
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,-1.485,0.222,0.849,0.490,2.220,1.530,1.530,0.759,0.490,0.849,0.804,-1.355,-0.922,1.211,1.851,1.759,-0.353,2.779,0.804,1.713,5.618,5.717,6.818,7.123,8.514,9.197,8.566,12.183,14.576,14.809,18.115,22.078,18.301,15.161,13.710,18.115,18.363,19.936,18.987,20.900,20.577,18.674,21.225,23.616,26.813,25.333,25.125,25.963,20.771,21.421,23.144,28.255,30.254,26.813,25.963,25.753,25.125,24.848,23.211,21.356,19.365,24.298,21.814,22.409,23.010,23.481,26.174,20.965,21.095,18.925,23.956,25.055,25.963,26.245
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,1.750,-2.530,-1.133,0.919,3.525,-0.570,-3.356,-5.361,-3.513,1.091,-1.396,-3.607,-3.639,-2.273,-2.241,-1.821,-1.001,-0.235,0.884,2.065,5.815,8.248,6.499,8.446,9.730,8.804,9.044,10.796,11.546,11.003,11.128,11.420,10.879,10.837,10.097,6.423,7.231,10.507,10.383,11.504,11.295,10.219,9.730,12.733,12.094,11.967,12.947,15.184,13.596,15.184,18.450,21.508,22.360,28.510,30.145,31.007,30.031,30.949,31.588,26.536,27.078,30.088,27.132,29.181,28.565,26.969,27.790,27.405,27.132,26.482,27.900,29.576,31.530,32.352
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,0.732,1.475,2.205,2.947,3.699,4.462,5.212,5.998,6.795,7.579,8.427,9.288,10.163,11.051,11.955,12.873,13.806,14.784,15.779,16.791,17.852,18.869,19.937,21.185,22.162,23.256,24.404,25.539,26.624,27.800,28.924,30.069,31.196,32.343,32.420,33.275,34.299,35.420,36.519,37.636,38.602,39.539,40.925,42.204,43.507,44.788,46.139,47.468,48.869,50.298,51.703,53.084,54.542,55.975,57.435,58.867,60.381,61.867,63.381,64.924,66.435,67.973,69.604,71.526,72.963,74.558,76.251,77.978,79.597,81.317,82.998,84.784,86.530,88.308
DFI,ATLAS PORTFÖY SERBEST FON,9.645,24.227,64.169,72.884,73.381,71.408,92.032,108.658,142.699,190.012,242.817,486.375,492.138,490.686,504.010,493.596,487.805,496.535,490.686,495.062,500.998,505.528,505.528,513.232,516.368,519.537,527.604,530.890,537.566,540.957,549.596,556.676,560.274,569.444,573.184,569.444,575.070,588.571,582.720,594.524,598.551,602.624,596.532,617.262,610.914,598.551,604.678,621.557,600.581,604.678,623.724,643.827,634.756,662.658,682.468,672.436,660.252,660.252,657.862,594.524,580.791,613.018,596.532,610.914,602.624,596.532,600.581,604.678,606.745,598.551,598.551,610.914,602.624,660.252
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,-1.718,-4.348,1.060,4.762,1.418,5.535,8.333,14.400,16.260,16.260,17.213,16.260,16.735,27.679,23.810,23.276,20.168,27.111,26.549,25.439,33.645,38.835,34.906,39.512,44.444,48.187,41.584,58.011,63.429,64.368,66.279,74.390,61.582,59.777,54.595,64.368,69.231,62.500,63.429,68.235,65.318,68.235,72.289,66.279,61.582,64.368,67.251,70.238,63.429,61.582,58.011,66.279,67.251,58.889,49.738,48.958,45.918,40.887,35.545,29.412,30.000,36.190,36.842,34.906,36.842,39.512,43.719,36.842,39.512,38.164,37.500,47.423,43.719,39.512
ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,-0.669,-1.231,-2.916,-3.320,-3.401,-2.557,-1.488,0.002,-0.895,0.746,0.664,0.216,-0.727,0.010,-0.384,-0.723,0.150,1.840,3.259,4.485,5.614,11.186,9.137,10.312,11.271,11.334,11.558,10.958,14.482,16.678,19.942,22.543,20.874,19.444,19.058,22.922,22.169,23.171,21.798,23.541,23.155,24.850,24.083,27.190,27.239,28.604,29.834,31.217,32.196,32.952,36.088,38.005,39.127,40.144,38.377,38.175,38.599,40.842,39.747,34.851,35.650,38.701,37.724,37.820,39.585,41.407,43.747,42.822,43.692,43.642,46.078,49.936,49.932,51.601
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.512,-4.730,-3.226,-1.536,0.714,-2.557,-5.051,-8.915,-5.559,-0.283,-4.472,-7.723,-7.115,-1.674,-1.742,0.356,1.439,4.911,5.302,6.415,14.914,17.207,10.762,10.675,13.710,7.881,5.539,8.212,11.462,7.143,6.980,8.712,7.470,7.470,5.618,0.142,3.448,10.762,9.387,8.212,8.545,6.335,6.495,8.212,5.935,6.415,6.415,6.255,4.059,4.599,7.634,9.387,8.295,12.083,14.448,13.893,13.253,15.954,16.337,9.049,6.657,8.629,6.576,9.387,8.212,6.980,4.599,-0.071,-1.053,-2.151,-1.811,0.213,1.293,0.213
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,0.311,0.655,1.034,1.061,1.412,1.768,2.083,2.449,2.870,2.981,3.320,3.652,3.981,4.401,4.768,4.982,5.332,5.872,6.505,7.348,7.331,7.963,8.729,9.217,9.352,10.024,10.526,10.802,11.378,11.821,12.356,12.979,13.024,12.862,12.954,17.247,17.817,17.890,18.316,19.023,19.764,20.185,20.666,21.369,21.779,21.960,22.156,22.909,23.622,24.185,24.618,25.108,25.712,26.218,26.266,26.277,26.612,26.528,26.731,26.836,27.344,27.695,27.710,27.571,28.038,29.142,29.695,31.203,31.644,31.489,32.317,33.793,32.474,33.641
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.056,-2.598,-0.098,2.637,4.256,1.413,1.223,-0.735,0.328,7.956,2.226,0.569,2.169,4.481,4.755,4.923,5.091,6.566,8.096,8.774,17.679,20.141,15.084,15.664,16.870,12.147,12.326,15.985,19.252,14.725,14.582,15.359,15.926,17.094,14.710,9.396,14.610,20.063,16.945,14.169,15.985,11.806,11.238,11.929,8.878,9.422,10.462,13.590,12.656,14.154,18.163,21.331,24.539,29.948,30.539,33.790,32.268,34.910,37.248,28.260,26.477,30.520,24.895,29.856,25.150,22.187,20.188,14.126,11.076,9.933,12.961,15.431,16.559,16.618
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.871,1.708,2.511,3.326,4.180,4.971,5.852,6.721,7.605,8.642,9.558,10.518,11.351,12.284,13.263,14.198,15.490,16.558,17.613,18.655,19.749,20.795,21.928,23.225,24.189,25.351,26.497,27.741,28.894,30.067,31.221,32.437,33.593,34.769,35.966,37.096,38.201,39.415,40.603,41.907,43.186,44.489,45.767,47.117,48.493,49.948,51.270,52.671,54.042,55.552,56.975,58.426,59.903,61.408,63.004,64.568,66.163,67.657,69.246,70.865,72.376,74.056,75.697,77.663,79.148,80.886,82.659,84.387,86.068,87.862,89.690,91.469,93.282,95.041
SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,0.655,-2.148,0.694,2.633,4.873,4.023,3.351,2.205,4.106,8.219,5.183,4.481,5.736,8.806,8.715,10.853,13.143,17.645,18.571,20.246,27.134,34.489,29.960,32.219,35.279,32.645,32.421,37.463,39.469,38.117,38.851,40.168,37.656,40.369,39.246,33.277,38.239,45.993,43.717,41.997,40.975,37.511,37.704,38.557,36.624,37.801,40.093,42.307,41.664,42.670,48.709,50.336,53.098,58.712,60.929,64.338,62.700,64.442,66.610,56.963,55.869,61.893,57.436,62.666,60.599,59.878,58.679,52.739,50.712,50.105,53.970,56.617,58.937,58.327
EIB,QİNVEST PORTFÖY DEĞİŞKEN FON,0.599,1.205,1.613,2.439,3.067,3.704,4.564,5.000,5.660,6.554,7.006,7.692,8.621,9.328,10.044,10.769,11.752,12.500,13.514,14.286,15.068,15.862,16.667,17.483,18.310,18.868,20.000,20.863,21.739,22.628,23.833,24.752,25.373,26.633,26.952,28.244,29.231,30.909,31.250,31.937,32.982,32.982,33.687,34.759,34.759,35.484,40.390,41.176,41.972,43.182,45.665,48.673,48.673,50.000,50.898,53.191,53.191,53.659,55.556,54.128,55.077,56.037,55.077,57.500,57.994,58.491,60.000,61.022,62.581,64.169,65.789,67.442,69.128,70.270
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.788,3.545,6.585,7.480,8.303,9.183,10.304,10.987,12.005,13.137,13.808,13.808,14.487,15.124,15.969,17.183,17.696,18.736,19.795,20.818,21.915,22.975,23.996,25.210,25.973,27.406,28.688,29.744,30.818,31.910,33.416,34.283,35.433,36.952,37.022,38.007,39.295,40.387,42.546,43.536,44.618,45.874,47.152,48.535,49.861,51.380,52.584,53.983,55.228,56.585,57.780,59.750,61.285,63.046,64.443,65.660,67.102,68.358,68.994,70.171,71.693,73.131,74.481,75.736,76.893,78.301,79.732,81.431,82.665,84.167,85.310,86.727,88.826,90.567
KTS,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.678,-3.120,-1.036,1.626,2.065,-0.898,-1.847,-3.309,-1.575,2.476,-1.857,-4.398,-4.462,-2.483,-4.517,-5.092,-2.808,-1.292,-0.361,1.918,11.679,14.235,7.860,9.440,12.323,8.283,7.070,6.325,10.845,7.778,8.508,9.260,8.662,9.682,7.813,-0.799,0.313,9.634,9.308,7.475,6.759,3.901,3.890,4.943,4.921,5.378,6.966,7.463,5.635,7.104,9.937,13.387,12.412,15.108,16.499,17.352,18.119,20.118,19.125,13.855,12.196,16.567,14.909,14.696,14.472,13.310,12.108,9.743,9.176,7.568,9.380,12.603,13.569,13.556
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,0.594,1.030,1.324,1.664,2.318,2.689,2.775,3.327,3.548,4.073,4.890,5.039,5.611,5.950,6.735,7.550,7.947,9.225,9.588,10.283,11.536,12.399,13.123,13.870,14.563,14.949,15.655,16.114,17.497,17.669,18.318,19.406,18.829,19.329,18.699,21.139,21.948,22.751,23.317,24.205,24.566,24.912,25.935,27.273,27.529,27.564,28.086,28.829,28.946,29.335,30.009,31.295,31.651,32.750,32.999,32.817,32.341,32.407,32.189,32.000,32.779,34.072,34.817,34.975,35.640,37.357,39.107,39.973,40.892,40.795,41.715,44.061,43.724,45.149
PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.599,4.622,7.607,11.038,11.586,7.182,6.510,2.413,5.681,14.022,11.403,7.267,8.293,13.450,12.046,14.599,10.407,12.510,11.954,11.038,20.819,22.013,16.767,17.170,22.342,18.810,19.859,26.208,31.081,26.443,30.955,31.589,27.752,27.273,22.122,11.403,16.567,26.326,28.965,29.087,31.081,28.720,27.752,33.007,30.577,31.589,33.268,35.664,31.717,32.101,36.345,38.997,41.018,48.415,48.092,47.448,44.468,46.336,47.289,32.230,31.589,38.430,32.359,34.190,31.081,31.335,28.234,20.711,18.499,16.767,16.968,18.706,22.122,20.819
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.803,-1.482,1.253,2.798,5.219,1.299,-2.171,-3.036,-1.213,3.766,0.931,-5.069,-5.242,-2.147,-3.562,-1.587,-1.592,0.700,0.366,1.618,12.217,16.524,10.295,11.716,15.403,12.497,11.692,15.607,18.880,14.311,16.437,16.866,15.654,14.959,12.167,0.600,2.554,9.669,9.859,9.373,9.841,7.273,7.182,11.044,9.455,9.686,10.650,13.651,10.777,12.118,16.124,18.700,18.755,27.690,28.801,27.956,25.253,25.323,26.986,13.676,12.660,18.181,12.329,14.660,12.503,10.983,9.996,2.238,0.590,-2.818,-1.735,0.094,3.448,3.464
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,-0.898,2.684,4.195,2.391,2.483,3.369,6.043,8.551,10.772,11.808,12.797,15.639,17.438,17.799,17.896,17.703,12.975,15.013,16.935,17.078,18.480,14.760,19.492,22.059,24.253,24.280,25.723,25.393,26.332,25.613,26.779,31.787,24.065,23.504,23.001,29.409,30.825,31.124,28.396,31.304,33.722,37.043,36.814,36.880,42.736,45.339,46.378,48.116,44.171,47.848,48.384,46.752,51.398,47.506,46.639,44.826,48.653,46.865,44.098,46.303,50.604,55.375,55.291,52.566,54.330,55.882,58.684,57.162,57.854,53.381,51.960,52.485,52.688,52.121
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,0.708,1.408,2.136,2.875,3.606,4.328,5.138,5.901,6.715,7.665,8.507,9.320,10.188,11.048,11.944,12.855,13.689,14.628,15.583,16.578,17.566,18.570,19.567,20.760,21.742,22.873,24.024,25.143,26.282,27.299,28.362,29.413,30.452,31.507,32.580,33.513,34.555,35.646,36.788,37.882,38.993,40.123,41.307,42.653,44.208,45.499,46.813,48.190,49.475,50.742,52.112,53.425,54.676,55.991,57.285,58.601,59.938,61.253,62.682,64.185,65.619,67.029,68.463,70.075,71.355,72.865,74.295,76.513,78.059,79.747,81.294,83.044,84.648,86.341
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.520,-0.677,1.050,3.043,5.704,1.683,-2.105,-3.974,-0.813,5.532,3.052,-2.953,-2.984,1.058,0.097,2.181,2.350,5.019,4.814,5.958,17.026,19.790,14.834,15.016,19.534,16.462,15.936,19.755,23.141,18.057,19.988,20.587,18.820,17.989,15.016,3.554,5.622,13.366,13.314,12.118,13.106,10.678,10.778,15.426,13.481,14.333,14.845,17.394,13.617,14.653,18.057,21.562,20.563,27.472,28.804,27.630,25.193,26.141,26.921,15.740,15.049,21.168,16.264,18.012,16.231,16.484,15.135,7.530,7.502,4.867,5.922,6.914,9.033,8.457
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,-2.451,-4.266,-5.000,-1.924,-1.106,-3.367,-3.708,-3.623,-2.972,0.092,0.869,0.018,2.116,1.319,2.269,1.811,2.867,5.925,7.767,7.788,11.104,14.607,12.595,15.432,16.942,16.817,17.420,24.612,31.461,33.652,37.113,32.387,29.802,27.317,26.873,30.548,27.615,26.843,22.319,24.811,25.069,26.198,22.871,28.852,28.427,32.290,29.004,32.130,30.205,31.398,36.976,38.753,37.251,40.108,44.489,44.031,43.765,45.646,45.958,40.868,44.069,48.583,48.826,45.104,43.311,44.183,49.725,40.144,43.879,36.976,34.942,39.036,39.856,37.772
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,0.323,1.256,1.493,2.368,3.063,3.537,4.398,5.392,6.771,7.368,8.565,8.655,9.788,10.794,11.361,12.532,12.824,14.146,15.356,15.930,17.073,18.154,19.824,21.158,22.247,22.984,24.106,25.950,28.504,29.988,31.932,32.092,32.306,32.199,31.533,29.472,30.066,30.874,31.427,32.441,33.062,34.128,35.464,37.143,38.452,39.577,40.781,42.502,43.095,44.425,45.877,47.425,48.871,49.622,51.251,52.488,53.890,55.540,56.735,57.719,60.236,61.905,63.200,64.144,65.015,66.446,68.204,67.428,68.944,69.207,70.488,72.379,74.266,75.437
KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.922,0.356,4.159,6.471,8.157,8.679,8.365,6.825,10.436,18.569,14.474,10.274,12.139,17.335,25.153,28.726,31.505,33.928,34.809,35.783,47.032,53.438,47.417,48.583,53.962,48.877,49.173,51.580,55.341,50.568,51.580,52.814,53.857,52.710,48.387,39.826,43.842,53.229,51.887,50.971,52.092,49.370,48.485,51.580,49.469,49.569,48.681,49.967,48.095,50.367,55.663,57.622,56.964,64.286,66.963,66.347,65.128,69.092,70.370,59.181,55.771,63.333,58.175,59.519,58.065,61.000,60.427,52.400,51.072,48.387,48.976,51.275,54.701,54.808
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,1.062,0.692,1.768,2.761,3.492,3.254,2.953,3.104,4.474,6.911,7.236,6.178,6.865,8.505,8.481,9.854,9.829,11.688,12.474,13.324,19.536,22.313,20.497,22.252,24.466,22.890,24.685,26.566,29.446,28.039,29.175,30.814,29.412,30.297,28.973,22.343,24.497,28.471,27.643,28.471,28.638,27.479,27.775,30.504,30.607,31.719,32.743,34.657,32.993,34.183,37.157,38.850,40.108,43.561,43.645,45.631,45.161,46.667,47.015,43.146,43.312,46.754,44.779,46.406,45.631,46.233,47.497,44.273,44.864,43.979,45.760,47.541,48.604,49.637
